day_Actual,month_Actual,year_Actual,Actual Price,Actual Harvest Season,day_Predicted,month_Predicted,year_Predicted,Predicted Price,Predicted Harvest Season
27,2,2018,36.07,Unknown,27,2,2018,34.544827301587304,Unknown
28,2,2018,36.07,Unknown,28,2,2018,34.74909656565658,Unknown
1,3,2018,29.85,Unknown,1,3,2018,30.100879999999997,Unknown
3,3,2018,33.23760377141533,Unknown,3,3,2018,33.17148502932031,Unknown
8,3,2018,29.85,Unknown,8,3,2018,29.863883333333284,Unknown
8,3,2018,29.85,Unknown,8,3,2018,29.863883333333284,Unknown
8,3,2018,29.85,Unknown,8,3,2018,29.863883333333284,Unknown
8,3,2018,29.85,Unknown,8,3,2018,29.863883333333284,Unknown
8,3,2018,29.85,Unknown,8,3,2018,29.863883333333284,Unknown
8,3,2018,29.85,Unknown,8,3,2018,29.863883333333284,Unknown
8,3,2018,29.85,Unknown,8,3,2018,29.863883333333284,Unknown
8,3,2018,29.85,Unknown,8,3,2018,29.863883333333284,Unknown
8,3,2018,29.85,Unknown,8,3,2018,29.863883333333284,Unknown
9,3,2018,30.83,Unknown,9,3,2018,29.849999999999945,Unknown
10,3,2018,33.23760377141533,Unknown,10,3,2018,33.16985169598698,Unknown
12,3,2018,29.85,Unknown,12,3,2018,30.49364471656886,Unknown
12,3,2018,29.85,Unknown,12,3,2018,30.49364471656886,Unknown
12,3,2018,29.85,Unknown,12,3,2018,30.49364471656886,Unknown
12,3,2018,29.85,Unknown,12,3,2018,30.49364471656886,Unknown
13,3,2018,29.85,Unknown,13,3,2018,29.849999999999945,Unknown
13,3,2018,29.85,Unknown,13,3,2018,29.849999999999945,Unknown
13,3,2018,29.85,Unknown,13,3,2018,29.849999999999945,Unknown
13,3,2018,29.85,Unknown,13,3,2018,29.849999999999945,Unknown
13,3,2018,30.83,Unknown,13,3,2018,29.849999999999945,Unknown
13,3,2018,30.83,Unknown,13,3,2018,29.849999999999945,Unknown
13,3,2018,30.83,Unknown,13,3,2018,29.849999999999945,Unknown
13,3,2018,30.83,Unknown,13,3,2018,29.849999999999945,Unknown
13,3,2018,29.85,Unknown,13,3,2018,29.849999999999945,Unknown
13,3,2018,29.85,Unknown,13,3,2018,29.849999999999945,Unknown
13,3,2018,29.85,Unknown,13,3,2018,29.849999999999945,Unknown
13,3,2018,29.85,Unknown,13,3,2018,29.849999999999945,Unknown
13,3,2018,29.85,Unknown,13,3,2018,29.849999999999945,Unknown
13,3,2018,29.85,Unknown,13,3,2018,29.849999999999945,Unknown
13,3,2018,29.85,Unknown,13,3,2018,29.849999999999945,Unknown
13,3,2018,29.85,Unknown,13,3,2018,29.849999999999945,Unknown
15,3,2018,29.85,Unknown,15,3,2018,29.849999999999945,Unknown
16,3,2018,29.85,Unknown,16,3,2018,30.060005303030284,Unknown
17,3,2018,33.23760377141533,Unknown,17,3,2018,33.23760377141528,Unknown
21,3,2018,29.85,Unknown,21,3,2018,30.19320999999999,Unknown
21,3,2018,29.85,Unknown,21,3,2018,30.19320999999999,Unknown
21,3,2018,29.85,Unknown,21,3,2018,30.19320999999999,Unknown
21,3,2018,29.85,Unknown,21,3,2018,30.19320999999999,Unknown
21,3,2018,29.85,Unknown,21,3,2018,30.19320999999999,Unknown
21,3,2018,29.85,Unknown,21,3,2018,30.19320999999999,Unknown
21,3,2018,29.85,Unknown,21,3,2018,30.19320999999999,Unknown
21,3,2018,29.85,Unknown,21,3,2018,30.19320999999999,Unknown
21,3,2018,29.85,Unknown,21,3,2018,30.19320999999999,Unknown
23,3,2018,29.85,Unknown,23,3,2018,30.34342999999997,Unknown
23,3,2018,29.85,Unknown,23,3,2018,30.34342999999997,Unknown
23,3,2018,29.85,Unknown,23,3,2018,30.34342999999997,Unknown
23,3,2018,29.85,Unknown,23,3,2018,30.34342999999997,Unknown
23,3,2018,29.85,Unknown,23,3,2018,30.34342999999997,Unknown
23,3,2018,29.85,Unknown,23,3,2018,30.34342999999997,Unknown
23,3,2018,29.85,Unknown,23,3,2018,30.34342999999997,Unknown
23,3,2018,29.85,Unknown,23,3,2018,30.34342999999997,Unknown
23,3,2018,29.85,Unknown,23,3,2018,30.34342999999997,Unknown
24,3,2018,33.23760377141533,Unknown,24,3,2018,33.15557565827282,Unknown
25,3,2018,33.23760377141533,Unknown,25,3,2018,33.23760377141528,Unknown
25,3,2018,33.23760377141533,Unknown,25,3,2018,33.23760377141528,Unknown
25,3,2018,33.23760377141533,Unknown,25,3,2018,33.23760377141528,Unknown
25,3,2018,33.23760377141533,Unknown,25,3,2018,33.23760377141528,Unknown
27,3,2018,29.85,Unknown,27,3,2018,30.115875555555547,Unknown
29,3,2018,33.23760377141533,Unknown,29,3,2018,33.20372773370113,Unknown
31,3,2018,33.23760377141533,Unknown,31,3,2018,33.23760377141528,Unknown
4,4,2018,31.95,lean,4,4,2018,32.56053023809528,lean
6,4,2018,32.57,lean,6,4,2018,32.416744365079396,lean
7,4,2018,33.23760377141533,lean,7,4,2018,33.19320754513037,lean
9,4,2018,33.23760377141533,lean,9,4,2018,33.23760377141528,lean
13,4,2018,33.23760377141533,lean,13,4,2018,33.132938614464635,lean
13,4,2018,33.23760377141533,lean,13,4,2018,33.132938614464635,lean
13,4,2018,33.23760377141533,lean,13,4,2018,33.132938614464635,lean
13,4,2018,33.23760377141533,lean,13,4,2018,33.132938614464635,lean
14,4,2018,33.23760377141533,lean,14,4,2018,33.23760377141528,lean
15,4,2018,33.23760377141533,lean,15,4,2018,33.23760377141528,lean
15,4,2018,33.23760377141533,lean,15,4,2018,33.23760377141528,lean
15,4,2018,33.23760377141533,lean,15,4,2018,33.23760377141528,lean
15,4,2018,33.23760377141533,lean,15,4,2018,33.23760377141528,lean
16,4,2018,32.57,lean,16,4,2018,32.42209555555556,lean
17,4,2018,32.57,lean,17,4,2018,32.45560418470419,lean
21,4,2018,33.23760377141533,lean,21,4,2018,33.22886106703446,lean
25,4,2018,31.95,lean,25,4,2018,32.55839199855704,lean
29,4,2018,33.23760377141533,lean,29,4,2018,33.23760377141528,lean
30,4,2018,32.57,lean,30,4,2018,32.46086271034894,lean
1,5,2018,33.23760377141533,lean,1,5,2018,33.00937358284452,lean
4,5,2018,29.21,lean,4,5,2018,29.325883333333344,lean
4,5,2018,29.21,lean,4,5,2018,29.325883333333344,lean
4,5,2018,29.21,lean,4,5,2018,29.325883333333344,lean
4,5,2018,29.21,lean,4,5,2018,29.325883333333344,lean
8,5,2018,29.55,lean,8,5,2018,29.218216666666695,lean
8,5,2018,29.55,lean,8,5,2018,29.218216666666695,lean
8,5,2018,29.21,lean,8,5,2018,29.218216666666695,lean
8,5,2018,29.21,lean,8,5,2018,29.218216666666695,lean
9,5,2018,29.21,lean,9,5,2018,29.295259047619062,lean
13,5,2018,33.23760377141533,lean,13,5,2018,33.23760377141528,lean
15,5,2018,29.21,lean,15,5,2018,30.080885345521438,lean
16,5,2018,29.21,lean,16,5,2018,29.33716000000003,lean
17,5,2018,29.21,lean,17,5,2018,29.282258340548356,lean
18,5,2018,29.55,lean,18,5,2018,29.302767789714043,lean
18,5,2018,29.55,lean,18,5,2018,29.302767789714043,lean
18,5,2018,29.21,lean,18,5,2018,29.302767789714043,lean
18,5,2018,29.21,lean,18,5,2018,29.302767789714043,lean
19,5,2018,33.23760377141533,lean,19,5,2018,33.15705169598697,lean
20,5,2018,33.23760377141533,lean,20,5,2018,33.19732773370113,lean
21,5,2018,29.21,lean,21,5,2018,29.29055207542833,lean
23,5,2018,29.21,lean,23,5,2018,29.216233333333363,lean
24,5,2018,29.21,lean,24,5,2018,29.27256674603177,lean
26,5,2018,33.23760377141533,lean,26,5,2018,32.641720348560135,lean
27,5,2018,33.23760377141533,lean,27,5,2018,33.158023124558405,lean
30,5,2018,29.21,lean,30,5,2018,29.27897743867246,lean
1,6,2018,26.27,Unknown,1,6,2018,26.776394541713884,Unknown
3,6,2018,33.23760377141533,Unknown,3,6,2018,33.10420169598697,Unknown
4,6,2018,26.27,Unknown,4,6,2018,26.675665029141268,Unknown
5,6,2018,26.27,Unknown,5,6,2018,26.58046079961892,Unknown
5,6,2018,26.27,Unknown,5,6,2018,26.58046079961892,Unknown
5,6,2018,26.27,Unknown,5,6,2018,26.58046079961892,Unknown
5,6,2018,26.27,Unknown,5,6,2018,26.58046079961892,Unknown
6,6,2018,26.27,Unknown,6,6,2018,26.523309935064947,Unknown
7,6,2018,26.27,Unknown,7,6,2018,27.038644150856612,Unknown
9,6,2018,33.23760377141533,Unknown,9,6,2018,33.16996773370113,Unknown
12,6,2018,33.23760377141533,Unknown,12,6,2018,33.16792773370113,Unknown
13,6,2018,26.27,Unknown,13,6,2018,26.587487466285587,Unknown
15,6,2018,33.23760377141533,Unknown,15,6,2018,33.171327733701126,Unknown
16,6,2018,33.23760377141533,Unknown,16,6,2018,33.23760377141528,Unknown
17,6,2018,33.23760377141533,Unknown,17,6,2018,33.10207669598697,Unknown
18,6,2018,26.27,Unknown,18,6,2018,26.460409199134197,Unknown
19,6,2018,27.29,Unknown,19,6,2018,26.275464285714275,Unknown
20,6,2018,26.27,Unknown,20,6,2018,26.540608354978353,Unknown
23,6,2018,33.23760377141533,Unknown,23,6,2018,33.23760377141528,Unknown
27,6,2018,26.27,Unknown,27,6,2018,26.56873857142857,Unknown
27,6,2018,26.27,Unknown,27,6,2018,26.56873857142857,Unknown
27,6,2018,26.27,Unknown,27,6,2018,26.56873857142857,Unknown
27,6,2018,26.27,Unknown,27,6,2018,26.56873857142857,Unknown
1,7,2018,33.23760377141533,Unknown,1,7,2018,32.81114754513037,Unknown
3,7,2018,26.13,Unknown,3,7,2018,26.76978433942744,Unknown
3,7,2018,26.13,Unknown,3,7,2018,26.76978433942744,Unknown
3,7,2018,26.13,Unknown,3,7,2018,26.76978433942744,Unknown
3,7,2018,26.13,Unknown,3,7,2018,26.76978433942744,Unknown
3,7,2018,26.13,Unknown,3,7,2018,26.76978433942744,Unknown
3,7,2018,26.13,Unknown,3,7,2018,26.76978433942744,Unknown
3,7,2018,26.13,Unknown,3,7,2018,26.76978433942744,Unknown
3,7,2018,26.13,Unknown,3,7,2018,26.76978433942744,Unknown
3,7,2018,26.13,Unknown,3,7,2018,26.76978433942744,Unknown
6,7,2018,26.13,Unknown,6,7,2018,26.201076037714216,Unknown
7,7,2018,33.23760377141533,Unknown,7,7,2018,33.024375658272824,Unknown
10,7,2018,26.13,Unknown,10,7,2018,26.130000000000063,Unknown
11,7,2018,26.13,Unknown,11,7,2018,26.130000000000063,Unknown
13,7,2018,26.13,Unknown,13,7,2018,26.130000000000063,Unknown
14,7,2018,33.23760377141533,Unknown,14,7,2018,32.813114211797036,Unknown
14,7,2018,33.23760377141533,Unknown,14,7,2018,32.813114211797036,Unknown
14,7,2018,33.23760377141533,Unknown,14,7,2018,32.813114211797036,Unknown
14,7,2018,33.23760377141533,Unknown,14,7,2018,32.813114211797036,Unknown
16,7,2018,26.13,Unknown,16,7,2018,26.201076037714216,Unknown
17,7,2018,26.13,Unknown,17,7,2018,26.20397603771422,Unknown
18,7,2018,26.13,Unknown,18,7,2018,26.130000000000063,Unknown
23,7,2018,26.13,Unknown,23,7,2018,26.201076037714216,Unknown
25,7,2018,26.13,Unknown,25,7,2018,26.23537232072368,Unknown
25,7,2018,26.13,Unknown,25,7,2018,26.23537232072368,Unknown
25,7,2018,26.13,Unknown,25,7,2018,26.23537232072368,Unknown
25,7,2018,26.13,Unknown,25,7,2018,26.23537232072368,Unknown
25,7,2018,26.13,Unknown,25,7,2018,26.23537232072368,Unknown
25,7,2018,26.13,Unknown,25,7,2018,26.23537232072368,Unknown
25,7,2018,26.13,Unknown,25,7,2018,26.23537232072368,Unknown
25,7,2018,26.13,Unknown,25,7,2018,26.23537232072368,Unknown
25,7,2018,26.13,Unknown,25,7,2018,26.23537232072368,Unknown
26,7,2018,26.13,Unknown,26,7,2018,26.130000000000063,Unknown
27,7,2018,26.13,Unknown,27,7,2018,26.130000000000063,Unknown
27,7,2018,26.13,Unknown,27,7,2018,26.130000000000063,Unknown
27,7,2018,26.13,Unknown,27,7,2018,26.130000000000063,Unknown
27,7,2018,26.13,Unknown,27,7,2018,26.130000000000063,Unknown
28,7,2018,33.23760377141533,Unknown,28,7,2018,33.16652773370113,Unknown
31,7,2018,26.13,Unknown,31,7,2018,26.130000000000063,Unknown
1,8,2018,26.14,peak harvest,1,8,2018,26.352928113142465,peak harvest
1,8,2018,26.14,peak harvest,1,8,2018,26.352928113142465,peak harvest
1,8,2018,26.7,peak harvest,1,8,2018,26.352928113142465,peak harvest
1,8,2018,26.7,peak harvest,1,8,2018,26.352928113142465,peak harvest
2,8,2018,26.14,peak harvest,2,8,2018,26.462669371047486,peak harvest
3,8,2018,26.14,peak harvest,3,8,2018,26.292852075428314,peak harvest
4,8,2018,33.23760377141533,peak harvest,4,8,2018,33.23760377141528,peak harvest
6,8,2018,26.7,peak harvest,6,8,2018,26.21097603771416,peak harvest
10,8,2018,26.7,peak harvest,10,8,2018,26.140000000000008,peak harvest
11,8,2018,33.23760377141533,peak harvest,11,8,2018,33.09555169598698,peak harvest
11,8,2018,33.23760377141533,peak harvest,11,8,2018,33.09555169598698,peak harvest
11,8,2018,33.23760377141533,peak harvest,11,8,2018,33.09555169598698,peak harvest
11,8,2018,33.23760377141533,peak harvest,11,8,2018,33.09555169598698,peak harvest
12,8,2018,33.23760377141533,peak harvest,12,8,2018,32.81274754513037,peak harvest
12,8,2018,33.23760377141533,peak harvest,12,8,2018,32.81274754513037,peak harvest
12,8,2018,33.23760377141533,peak harvest,12,8,2018,32.81274754513037,peak harvest
12,8,2018,33.23760377141533,peak harvest,12,8,2018,32.81274754513037,peak harvest
12,8,2018,33.23760377141533,peak harvest,12,8,2018,32.81274754513037,peak harvest
12,8,2018,33.23760377141533,peak harvest,12,8,2018,32.81274754513037,peak harvest
12,8,2018,33.23760377141533,peak harvest,12,8,2018,32.81274754513037,peak harvest
12,8,2018,33.23760377141533,peak harvest,12,8,2018,32.81274754513037,peak harvest
12,8,2018,33.23760377141533,peak harvest,12,8,2018,32.81274754513037,peak harvest
15,8,2018,26.14,peak harvest,15,8,2018,26.89306830171323,peak harvest
18,8,2018,33.23760377141533,peak harvest,18,8,2018,33.02747565827282,peak harvest
19,8,2018,33.23760377141533,peak harvest,19,8,2018,32.89572358284452,peak harvest
20,8,2018,26.14,peak harvest,20,8,2018,26.67262463301522,peak harvest
23,8,2018,26.14,peak harvest,23,8,2018,26.56507607004853,peak harvest
24,8,2018,26.14,peak harvest,24,8,2018,26.316946826745763,peak harvest
26,8,2018,33.23760377141533,peak harvest,26,8,2018,33.04645993656802,peak harvest
28,8,2018,26.14,peak harvest,28,8,2018,26.250340808080818,peak harvest
30,8,2018,26.14,peak harvest,30,8,2018,26.250553053613054,peak harvest
31,8,2018,26.14,peak harvest,31,8,2018,26.257139999999996,peak harvest
1,9,2018,33.23760377141533,peak harvest,1,9,2018,32.88272358284452,peak harvest
1,9,2018,33.23760377141533,peak harvest,1,9,2018,32.88272358284452,peak harvest
1,9,2018,33.23760377141533,peak harvest,1,9,2018,32.88272358284452,peak harvest
1,9,2018,33.23760377141533,peak harvest,1,9,2018,32.88272358284452,peak harvest
3,9,2018,26.46,peak harvest,3,9,2018,26.673582875047227,peak harvest
4,9,2018,26.5,peak harvest,4,9,2018,26.46013333333336,peak harvest
4,9,2018,26.5,peak harvest,4,9,2018,26.46013333333336,peak harvest
4,9,2018,26.46,peak harvest,4,9,2018,26.46013333333336,peak harvest
4,9,2018,26.46,peak harvest,4,9,2018,26.46013333333336,peak harvest
8,9,2018,33.23760377141533,peak harvest,8,9,2018,32.35694131287733,peak harvest
8,9,2018,33.23760377141533,peak harvest,8,9,2018,32.35694131287733,peak harvest
8,9,2018,33.23760377141533,peak harvest,8,9,2018,32.35694131287733,peak harvest
8,9,2018,33.23760377141533,peak harvest,8,9,2018,32.35694131287733,peak harvest
8,9,2018,33.23760377141533,peak harvest,8,9,2018,32.35694131287733,peak harvest
8,9,2018,33.23760377141533,peak harvest,8,9,2018,32.35694131287733,peak harvest
8,9,2018,33.23760377141533,peak harvest,8,9,2018,32.35694131287733,peak harvest
8,9,2018,33.23760377141533,peak harvest,8,9,2018,32.35694131287733,peak harvest
8,9,2018,33.23760377141533,peak harvest,8,9,2018,32.35694131287733,peak harvest
9,9,2018,33.23760377141533,peak harvest,9,9,2018,33.23760377141528,peak harvest
10,9,2018,26.46,peak harvest,10,9,2018,27.134560377141558,peak harvest
11,9,2018,26.46,peak harvest,11,9,2018,27.08635291085596,peak harvest
12,9,2018,33.23760377141533,peak harvest,12,9,2018,33.23760377141528,peak harvest
17,9,2018,26.46,peak harvest,17,9,2018,26.470193174603185,peak harvest
18,9,2018,26.46,peak harvest,18,9,2018,26.46052666666669,peak harvest
18,9,2018,26.46,peak harvest,18,9,2018,26.46052666666669,peak harvest
18,9,2018,26.46,peak harvest,18,9,2018,26.46052666666669,peak harvest
18,9,2018,26.46,peak harvest,18,9,2018,26.46052666666669,peak harvest
19,9,2018,26.46,peak harvest,19,9,2018,26.467720577200588,peak harvest
22,9,2018,33.23760377141533,peak harvest,22,9,2018,32.763641983606696,peak harvest
22,9,2018,33.23760377141533,peak harvest,22,9,2018,32.763641983606696,peak harvest
22,9,2018,33.23760377141533,peak harvest,22,9,2018,32.763641983606696,peak harvest
22,9,2018,33.23760377141533,peak harvest,22,9,2018,32.763641983606696,peak harvest
23,9,2018,33.23760377141533,peak harvest,23,9,2018,33.170027733701126,peak harvest
23,9,2018,33.23760377141533,peak harvest,23,9,2018,33.170027733701126,peak harvest
23,9,2018,33.23760377141533,peak harvest,23,9,2018,33.170027733701126,peak harvest
23,9,2018,33.23760377141533,peak harvest,23,9,2018,33.170027733701126,peak harvest
25,9,2018,26.46,peak harvest,25,9,2018,26.529320572008963,peak harvest
25,9,2018,26.46,peak harvest,25,9,2018,26.529320572008963,peak harvest
25,9,2018,26.46,peak harvest,25,9,2018,26.529320572008963,peak harvest
25,9,2018,26.46,peak harvest,25,9,2018,26.529320572008963,peak harvest
27,9,2018,26.46,peak harvest,27,9,2018,26.468817936507943,peak harvest
28,9,2018,26.5,peak harvest,28,9,2018,26.460000000000026,peak harvest
30,9,2018,33.23760377141533,peak harvest,30,9,2018,33.23760377141528,peak harvest
2,10,2018,24.06,peak harvest,2,10,2018,24.061199999999957,peak harvest
2,10,2018,24.06,peak harvest,2,10,2018,24.061199999999957,peak harvest
2,10,2018,24.06,peak harvest,2,10,2018,24.061199999999957,peak harvest
2,10,2018,24.06,peak harvest,2,10,2018,24.061199999999957,peak harvest
2,10,2018,24.06,peak harvest,2,10,2018,24.061199999999957,peak harvest
2,10,2018,24.06,peak harvest,2,10,2018,24.061199999999957,peak harvest
2,10,2018,24.54,peak harvest,2,10,2018,24.061199999999957,peak harvest
2,10,2018,24.54,peak harvest,2,10,2018,24.061199999999957,peak harvest
2,10,2018,24.54,peak harvest,2,10,2018,24.061199999999957,peak harvest
3,10,2018,24.06,peak harvest,3,10,2018,24.180878961038946,peak harvest
5,10,2018,24.06,peak harvest,5,10,2018,24.439824150856577,peak harvest
5,10,2018,24.06,peak harvest,5,10,2018,24.439824150856577,peak harvest
5,10,2018,24.06,peak harvest,5,10,2018,24.439824150856577,peak harvest
5,10,2018,24.06,peak harvest,5,10,2018,24.439824150856577,peak harvest
5,10,2018,24.06,peak harvest,5,10,2018,24.439824150856577,peak harvest
5,10,2018,24.06,peak harvest,5,10,2018,24.439824150856577,peak harvest
5,10,2018,24.06,peak harvest,5,10,2018,24.439824150856577,peak harvest
5,10,2018,24.06,peak harvest,5,10,2018,24.439824150856577,peak harvest
5,10,2018,24.06,peak harvest,5,10,2018,24.439824150856577,peak harvest
6,10,2018,33.23760377141533,peak harvest,6,10,2018,32.22806735655959,peak harvest
6,10,2018,33.23760377141533,peak harvest,6,10,2018,32.22806735655959,peak harvest
6,10,2018,33.23760377141533,peak harvest,6,10,2018,32.22806735655959,peak harvest
6,10,2018,33.23760377141533,peak harvest,6,10,2018,32.22806735655959,peak harvest
6,10,2018,33.23760377141533,peak harvest,6,10,2018,32.22806735655959,peak harvest
6,10,2018,33.23760377141533,peak harvest,6,10,2018,32.22806735655959,peak harvest
6,10,2018,33.23760377141533,peak harvest,6,10,2018,32.22806735655959,peak harvest
6,10,2018,33.23760377141533,peak harvest,6,10,2018,32.22806735655959,peak harvest
6,10,2018,33.23760377141533,peak harvest,6,10,2018,32.22806735655959,peak harvest
6,10,2018,33.23760377141533,peak harvest,6,10,2018,32.22806735655959,peak harvest
6,10,2018,33.23760377141533,peak harvest,6,10,2018,32.22806735655959,peak harvest
6,10,2018,33.23760377141533,peak harvest,6,10,2018,32.22806735655959,peak harvest
6,10,2018,33.23760377141533,peak harvest,6,10,2018,32.22806735655959,peak harvest
6,10,2018,33.23760377141533,peak harvest,6,10,2018,32.22806735655959,peak harvest
6,10,2018,33.23760377141533,peak harvest,6,10,2018,32.22806735655959,peak harvest
6,10,2018,33.23760377141533,peak harvest,6,10,2018,32.22806735655959,peak harvest
8,10,2018,24.06,peak harvest,8,10,2018,24.243552075428266,peak harvest
13,10,2018,33.23760377141533,peak harvest,13,10,2018,32.784323582844515,peak harvest
14,10,2018,33.23760377141533,peak harvest,14,10,2018,33.23760377141528,peak harvest
15,10,2018,24.06,peak harvest,15,10,2018,24.279067466285564,peak harvest
20,10,2018,33.23760377141533,peak harvest,20,10,2018,32.783363582844515,peak harvest
20,10,2018,33.23760377141533,peak harvest,20,10,2018,32.783363582844515,peak harvest
20,10,2018,33.23760377141533,peak harvest,20,10,2018,32.783363582844515,peak harvest
20,10,2018,33.23760377141533,peak harvest,20,10,2018,32.783363582844515,peak harvest
20,10,2018,33.23760377141533,peak harvest,20,10,2018,32.783363582844515,peak harvest
20,10,2018,33.23760377141533,peak harvest,20,10,2018,32.783363582844515,peak harvest
20,10,2018,33.23760377141533,peak harvest,20,10,2018,32.783363582844515,peak harvest
20,10,2018,33.23760377141533,peak harvest,20,10,2018,32.783363582844515,peak harvest
20,10,2018,33.23760377141533,peak harvest,20,10,2018,32.783363582844515,peak harvest
21,10,2018,33.23760377141533,peak harvest,21,10,2018,33.146787733701125,peak harvest
22,10,2018,24.06,peak harvest,22,10,2018,24.264547466285546,peak harvest
23,10,2018,24.06,peak harvest,23,10,2018,24.06499999999996,peak harvest
23,10,2018,24.06,peak harvest,23,10,2018,24.06499999999996,peak harvest
23,10,2018,24.54,peak harvest,23,10,2018,24.06499999999996,peak harvest
23,10,2018,24.54,peak harvest,23,10,2018,24.06499999999996,peak harvest
25,10,2018,24.06,peak harvest,25,10,2018,24.061919999999958,peak harvest
29,10,2018,24.06,peak harvest,29,10,2018,24.334317789713996,peak harvest
31,10,2018,24.06,peak harvest,31,10,2018,24.196874285714262,peak harvest
1,11,2018,33.23760377141533,peak harvest,1,11,2018,33.23760377141528,peak harvest
2,11,2018,33.23760377141533,peak harvest,2,11,2018,33.23760377141528,peak harvest
3,11,2018,33.23760377141533,peak harvest,3,11,2018,33.23760377141528,peak harvest
3,11,2018,33.23760377141533,peak harvest,3,11,2018,33.23760377141528,peak harvest
3,11,2018,33.23760377141533,peak harvest,3,11,2018,33.23760377141528,peak harvest
3,11,2018,33.23760377141533,peak harvest,3,11,2018,33.23760377141528,peak harvest
7,11,2018,20.83,peak harvest,7,11,2018,19.579999999999973,peak harvest
8,11,2018,19.58,peak harvest,8,11,2018,19.831785714285694,peak harvest
9,11,2018,19.58,peak harvest,9,11,2018,19.89541510572759,peak harvest
10,11,2018,33.23760377141533,peak harvest,10,11,2018,33.23760377141528,peak harvest
11,11,2018,33.23760377141533,peak harvest,11,11,2018,32.14499546970206,peak harvest
11,11,2018,33.23760377141533,peak harvest,11,11,2018,32.14499546970206,peak harvest
11,11,2018,33.23760377141533,peak harvest,11,11,2018,32.14499546970206,peak harvest
11,11,2018,33.23760377141533,peak harvest,11,11,2018,32.14499546970206,peak harvest
14,11,2018,19.58,peak harvest,14,11,2018,20.592503113142435,peak harvest
14,11,2018,19.58,peak harvest,14,11,2018,20.592503113142435,peak harvest
14,11,2018,19.58,peak harvest,14,11,2018,20.592503113142435,peak harvest
14,11,2018,19.58,peak harvest,14,11,2018,20.592503113142435,peak harvest
15,11,2018,19.58,peak harvest,15,11,2018,24.39919613142457,peak harvest
15,11,2018,19.58,peak harvest,15,11,2018,24.39919613142457,peak harvest
15,11,2018,19.58,peak harvest,15,11,2018,24.39919613142457,peak harvest
15,11,2018,19.58,peak harvest,15,11,2018,24.39919613142457,peak harvest
16,11,2018,19.58,peak harvest,16,11,2018,21.875195785903152,peak harvest
18,11,2018,33.23760377141533,peak harvest,18,11,2018,32.56857774951118,peak harvest
19,11,2018,19.58,peak harvest,19,11,2018,20.44941426990421,peak harvest
23,11,2018,20.83,peak harvest,23,11,2018,19.719353815491903,peak harvest
28,11,2018,19.58,peak harvest,28,11,2018,19.84646825396824,peak harvest
30,11,2018,33.23760377141533,peak harvest,30,11,2018,32.70734128722533,peak harvest
5,12,2018,20.5,Unknown,5,12,2018,21.17725,Unknown
5,12,2018,20.5,Unknown,5,12,2018,21.17725,Unknown
5,12,2018,20.5,Unknown,5,12,2018,21.17725,Unknown
5,12,2018,20.5,Unknown,5,12,2018,21.17725,Unknown
5,12,2018,20.5,Unknown,5,12,2018,21.17725,Unknown
5,12,2018,20.5,Unknown,5,12,2018,21.17725,Unknown
5,12,2018,20.5,Unknown,5,12,2018,21.17725,Unknown
5,12,2018,20.5,Unknown,5,12,2018,21.17725,Unknown
5,12,2018,20.5,Unknown,5,12,2018,21.17725,Unknown
6,12,2018,20.5,Unknown,6,12,2018,20.80881547619047,Unknown
9,12,2018,33.23760377141533,Unknown,9,12,2018,33.11022773370112,Unknown
9,12,2018,33.23760377141533,Unknown,9,12,2018,33.11022773370112,Unknown
9,12,2018,33.23760377141533,Unknown,9,12,2018,33.11022773370112,Unknown
9,12,2018,33.23760377141533,Unknown,9,12,2018,33.11022773370112,Unknown
11,12,2018,22.0,Unknown,11,12,2018,20.5025,Unknown
15,12,2018,33.23760377141533,Unknown,15,12,2018,33.11210273370113,Unknown
17,12,2018,20.5,Unknown,17,12,2018,21.624630188570762,Unknown
19,12,2018,20.5,Unknown,19,12,2018,20.856499999999997,Unknown
24,12,2018,33.23760377141533,Unknown,24,12,2018,33.23760377141528,Unknown
25,12,2018,33.23760377141533,Unknown,25,12,2018,33.23760377141528,Unknown
26,12,2018,22.0,Unknown,26,12,2018,20.627376037714154,Unknown
27,12,2018,20.5,Unknown,27,12,2018,20.5,Unknown
28,12,2018,22.0,Unknown,28,12,2018,20.627376037714154,Unknown
29,12,2018,33.23760377141533,Unknown,29,12,2018,33.11022773370112,Unknown
30,12,2018,33.23760377141533,Unknown,30,12,2018,33.23760377141528,Unknown
31,12,2018,33.23760377141533,Unknown,31,12,2018,33.23760377141528,Unknown
2,1,2019,22.6,Unknown,2,1,2019,22.74426305070116,Unknown
4,1,2019,22.6,Unknown,4,1,2019,22.74790748418991,Unknown
4,1,2019,22.6,Unknown,4,1,2019,22.74790748418991,Unknown
4,1,2019,22.6,Unknown,4,1,2019,22.74790748418991,Unknown
4,1,2019,22.6,Unknown,4,1,2019,22.74790748418991,Unknown
6,1,2019,33.23760377141533,Unknown,6,1,2019,33.024851695986975,Unknown
6,1,2019,33.23760377141533,Unknown,6,1,2019,33.024851695986975,Unknown
6,1,2019,33.23760377141533,Unknown,6,1,2019,33.024851695986975,Unknown
6,1,2019,33.23760377141533,Unknown,6,1,2019,33.024851695986975,Unknown
11,1,2019,22.6,Unknown,11,1,2019,22.965728113142454,Unknown
12,1,2019,33.23760377141533,Unknown,12,1,2019,32.38947046970206,Unknown
